,ProtocolNum,ProtocolPhase,TA,PlannedEnrollment,ActualEnrollment,ActualRandomizedDosed,ActualEarlyTerminated,PercEnrollmentCompleted,PlannedSites,ActiveSites,CRO,LSO_ActualDate,DBL_ActualDate,CloseOut,numValsLSO,numValsDBL,PrimaryStudy_to_Synopsis,Synopsis_to_Protocol,FSS_to_FSI,LSI_to_LSO,AE,CM,DS,DV,EG,EX,FA,LB,MH,PR,SS,VS,Lock_duration,CloseOut_new
103,Actovegin-3001,III,NonCore,366,366,0.0,3.0,100.00%,20.0,0.0,Atlant,2019-08-20,2019-11-22,94,5,5,,337.0,95.0,168.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94
104,VedolizumabSC-1018,I,GI,102,102,0.0,1.0,100.00%,1.0,0.0,Celerion,2018-09-21,2018-10-05,14,5,5,,,26.0,164.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,14
105,Brigatinib-1001,I,Oncology,20,24,0.0,24.0,120.00%,14.0,14.0,PRA,2020-03-25,2020-10-12,201,5,5,,55.0,,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,201
106,TIMP-GLIA-5001,0,GI,20,16,16.0,2.0,80.00%,2.0,0.0,PRA,2019-04-29,2020-05-26,144,5,5,,71.0,62.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,393
107,Ponatinib-3001,III,Oncology,230,174,174.0,80.0,75.65%,120.0,116.0,PRA,2021-02-17,2021-05-19,91,5,5,,191.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91
108,AP24534-10-201,II,Oncology,449,244,0.0,0.0,54.34%,42.0,0.0,INC Research,2015-10-10,2017-03-31,538,5,5,,,,1440.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,538
109,AP24534-14-203,II,Oncology,276,283,291.0,140.0,102.54%,150.0,60.0,PRA,2019-07-20,2020-01-17,52,5,5,,,,66.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,44.0,181
110,TAK-653-1003,I,NS,24,24,0.0,0.0,100.00%,1.0,0.0,PRA,2019-06-14,2019-07-15,31,5,5,,38.0,21.0,15.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,31
111,TBD-1-30EP0F,0,NS,40,0,0.0,0.0,0,1.0,0.0,TBD,2019-02-07,2019-02-26,19,5,5,,59.0,16.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19
112,TAK-994-1001,I,NS,160,121,0.0,3.0,75.63%,2.0,0.0,PRA,2020-03-29,2020-09-28,87,5,5,,42.0,21.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,71.0,183
113,TAK-954-1009,I,GI,6,6,0.0,0.0,100.00%,1.0,0.0,Celerion,2019-05-12,2019-06-14,33,5,5,,50.0,18.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33
114,TAK-925-1009,I,NS,16,16,0.0,0.0,100.00%,1.0,0.0,Celerion,2019-12-03,2020-05-12,52,5,5,,52.0,0.0,21.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,161
115,MT203-2004,II,NonCore,36,7,0.0,0.0,19.44%,15.0,0.0,IQVIA,2016-11-01,2016-12-19,48,5,5,,60.0,21.0,292.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48
116,AP24534-15-303,III,Oncology,44,44,0.0,3.0,100.00%,90.0,0.0,INC Research,2020-11-26,2021-03-22,116,5,5,,,14.0,1129.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,116
117,TAK-788-1005,I,Oncology,14,14,0.0,0.0,100.00%,1.0,0.0,Celerion,2020-07-21,2020-09-14,55,5,5,,274.0,,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55
118,TAK-788-1002,I,Oncology,6,7,0.0,0.0,116.67%,1.0,0.0,Celerion,2019-03-11,2019-08-15,157,5,5,,159.0,,38.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,157
119,TAK-788-1004,I,Oncology,26,26,0.0,23.0,100.00%,8.0,0.0,PRA,2020-12-17,2021-03-15,88,5,5,,94.0,,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88
120,TAK-788-1006,I,Oncology,28,24,0.0,0.0,85.71%,1.0,0.0,Celerion,2019-08-16,2019-09-25,40,5,5,,54.0,,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40
121,TBD-1-304JYV,0,GI,14,14,0.0,0.0,100.00%,1.0,0.0,Parexel,2018-12-06,2019-01-31,56,5,5,,35.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56
122,TAK-935-2008,II,NS,24,24,24.0,9.0,100.00%,6.0,0.0,PRA,2020-10-21,2021-02-16,118,5,5,,72.0,8.0,219.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,118
123,TAK-831-1008,I,NS,6,6,0.0,0.0,100.00%,1.0,0.0,Celerion,2020-04-01,2020-09-14,166,5,5,,61.0,1.0,34.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,166
124,C16011,III,Oncology,248,177,177.0,0.0,71.37%,74.0,30.0,PPD,2019-02-20,2019-04-23,62,5,5,,,,-100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62
125,LuAA21004_402,IV,NS,"1,100",995,0.0,0.0,90.45%,65.0,0.0,IQVIA,2019-04-25,2019-06-25,61,5,5,,61.0,8.0,360.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61
126,Vonoprazan-2001,II,GI,214,120,0.0,0.0,56.07%,38.0,0.0,IQVIA,2018-10-05,2019-02-20,138,5,5,,350.0,84.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,138
127,C16013,I,Oncology,24,43,0.0,2.0,179.17%,8.0,8.0,PPD,2014-07-14,2014-10-02,80,5,5,,,,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80
128,INK128-001,I,Oncology,170,198,0.0,0.0,116.47%,16.0,17.0,Synteract,2015-10-02,2016-03-04,154,5,5,,,,245.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,154
129,INK128-002,I,Oncology,60,39,0.0,4.0,65.00%,12.0,1.0,Synteract,2013-05-29,2013-06-25,27,5,5,,,,216.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27
130,INK128-003,I,Oncology,95,69,0.0,11.0,72.63%,3.0,4.0,Sarah Cannon Research Institut,2014-05-29,2014-07-30,62,5,5,,,,310.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62
131,C16014,III,Oncology,60,748,748.0,0.0,1246.67%,200.0,127.0,PPD,2018-02-15,2018-03-27,40,5,5,,,,777.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40
132,C16015,I,Oncology,40,40,0.0,39.0,100.00%,10.0,0.0,ICON,2015-03-03,2015-04-09,37,5,5,,,,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37
133,C16017,II,Oncology,44,29,0.0,26.0,65.91%,26.0,0.0,PPD,2017-03-23,2017-05-10,48,5,5,,,,490.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48
134,C15009,I,Oncology,64,64,0.0,63.0,100.00%,4.0,8.0,PPD,2016-06-30,2016-09-13,75,5,5,,,,213.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75
135,C16016,I,Oncology,6,7,0.0,2.0,116.67%,1.0,1.0,ICON,2015-02-20,2015-02-28,8,5,5,,,,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8
136,C25001,III,Oncology,136,132,0.0,0.0,97.06%,52.0,10.0,ICON,2016-05-30,2016-07-20,51,5,5,,,,304.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51
137,C28001,I,Oncology,150,122,89.0,0.0,81.33%,17.0,0.0,IQVIA,2017-04-11,2017-06-22,72,5,5,,,,193.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72
138,MA25101,IV,Oncology,0,22,4.0,0.0,0,0.0,0.0,IQVIA,2018-09-21,2018-11-15,55,5,5,,,,255.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55
139,C25006,IV,Oncology,49,50,50.0,0.0,102.04%,40.0,0.0,IQVIA,2021-05-04,2021-06-25,52,5,5,,,,572.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52
140,C16001,I,Oncology,116,116,0.0,35.0,100.00%,7.0,0.0,Dobbs Consulting,2012-04-20,2012-05-24,34,5,5,,,,101.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34
141,C16002,I,Oncology,34,31,0.0,6.0,91.18%,6.0,4.0,Dobbs Consulting,2014-10-20,2014-12-20,61,5,5,,,,749.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61
142,C15010,I,Oncology,64,48,0.0,0.0,75.00%,6.0,0.0,IQVIA,2016-02-15,2016-09-12,210,5,5,,,,287.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,210
143,C32001,I,Oncology,101,85,2.0,0.0,84.16%,10.0,0.0,IQVIA,2017-03-24,2017-04-19,26,5,5,,,,179.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26
144,C16018,I,Oncology,45,48,0.0,48.0,106.67%,4.0,0.0,PPD,2015-03-25,2015-05-19,55,5,5,,,,62.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55
145,C25007,IV,Oncology,60,61,8.0,0.0,101.67%,21.0,0.0,IQVIA,2016-03-24,2016-05-23,60,5,5,,,,379.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60
146,C34001,I,Oncology,182,144,0.0,0.0,79.12%,16.0,0.0,IQVIA,2018-07-13,2019-02-26,228,5,5,,,,95.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,228
147,C16020,II,Oncology,148,148,0.0,0.0,100.00%,26.0,0.0,PPD,2016-06-29,2016-08-24,56,5,5,,,,406.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56
148,C31001,II,Oncology,118,86,3.0,0.0,72.88%,40.0,0.0,IQVIA,2018-07-03,2018-09-07,66,5,5,,74.0,,179.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66
149,C27002,II,Oncology,125,48,138.0,0.0,38.40%,25.0,0.0,IQVIA,2016-03-31,2016-06-14,75,5,5,,,,406.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75
150,C27003,II,Oncology,100,80,108.0,0.0,80.00%,28.0,0.0,IQVIA,2015-12-14,2016-03-28,105,5,5,,,,259.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,105
151,C15011,I,Oncology,52,51,0.0,11.0,98.08%,4.0,0.0,PPD,2017-06-05,2017-08-28,84,5,5,,,,322.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84
152,C27005,I,Oncology,40,40,0.0,1.0,100.00%,1.0,2.0,In-House,2014-04-19,2014-05-27,38,5,5,,,,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38
153,C25004,II,Oncology,67,59,0.0,59.0,88.06%,28.0,0.0,IQVIA,2020-12-18,2021-01-28,41,5,5,,,,450.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41
154,C16021,III,Oncology,706,727,716.0,0.0,102.97%,229.0,166.0,PPD,2019-08-12,2019-09-18,37,5,5,,,,308.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37
155,C26002,II,Oncology,38,14,7.0,0.0,36.84%,35.0,0.0,IQVIA,2015-10-23,2016-03-28,157,5,5,,,,143.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,157
156,C26003,II,Oncology,43,18,0.0,0.0,41.86%,35.0,0.0,IQVIA,2015-11-13,2016-04-27,166,5,5,,,,136.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,166
157,C16010CCS,III,Oncology,115,115,0.0,7.0,100.00%,11.0,0.0,PPD,2015-07-12,2015-08-19,38,5,5,,,,69.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38
158,C26004,II,Oncology,95,12,0.0,12.0,12.63%,21.0,0.0,IQVIA,2015-10-08,2016-01-12,96,5,5,,,,119.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96
159,C34002,II,Oncology,106,39,12.0,0.0,36.79%,15.0,0.0,IQVIA,2018-09-27,2019-04-23,208,5,5,,,,182.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,208
160,C31004,II,Oncology,242,245,245.0,245.0,101.24%,77.0,0.0,PRA,2019-04-30,2019-07-29,90,5,5,,412.0,,187.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,90
161,Pevonedistat-2001,II,Oncology,120,123,0.0,9.0,102.50%,72.0,26.0,PPD,2019-09-04,2020-02-12,55,5,5,,,,805.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,161
162,Pevonedistat-1012,I,Oncology,37,23,0.0,20.0,62.16%,9.0,4.0,PPD,2018-04-16,2020-01-08,63,5,5,,,,147.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.0,632
163,C31005,II,Oncology,96,95,37.0,87.0,98.96%,55.0,3.0,PRA,2020-03-06,2020-04-30,55,5,5,,199.0,,696.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55
164,AD-4833/TOMM40_301,III,NS,"3,500","3,494",0.0,3398.0,99.83%,59.0,65.0,IQVIA,2018-08-07,2018-09-18,42,5,5,,295.0,27.0,960.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42
165,AD-4833/TOMM40_302,III,NS,675,678,0.0,0.0,100.44%,4.0,0.0,Covance,2014-12-18,2015-03-18,90,5,5,,295.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90
166,AD-4833-TOMM40_303,III,NS,149,40,4.0,0.0,26.85%,44.0,0.0,IQVIA,2018-05-09,2018-09-19,133,5,5,,425.0,0.0,175.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,133
167,e0035,I,NS,11,9,0.0,3.0,81.82%,1.0,0.0,In-House,2015-03-02,2015-03-04,2,5,5,,27.0,11.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
168,Leuprorelin-5001,IV,NonCore,100,108,0.0,1.0,108.00%,8.0,0.0,Hangzhou Tigermed Consulting,2018-09-30,2019-01-30,122,5,5,,55.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,122
169,MLN0002-2003,II,GI,80,90,90.0,23.0,112.50%,71.0,5.0,PRA,2020-05-26,2020-05-27,1,5,5,,794.0,26.0,156.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,1
170,MLN0002-3026,III,GI,758,769,0.0,243.0,101.45%,331.0,0.0,IQVIA,2019-01-18,2019-03-08,49,5,5,,77.0,,478.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,49
171,MLN0002-3028,III,GI,100,80,2.0,0.0,80.00%,75.0,0.0,IQVIA,2018-02-21,2018-04-06,44,5,5,,140.0,,448.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44
172,MLN0002SC-3030,III,GI,746,747,28.0,387.0,100.13%,348.0,0.0,IQVIA,2018-05-31,2018-11-07,160,5,5,,77.0,0.0,-348.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,160
173,MLN0002SC-3031,III,GI,645,644,0.0,169.0,99.84%,222.0,0.0,IQVIA,2019-05-06,2019-09-13,57,5,5,,77.0,21.0,376.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,130
174,MLN9708_101,I,Oncology,40,12,0.0,0.0,30.00%,34.0,0.0,PPD,2018-01-15,2018-03-09,53,5,5,,,,210.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53
175,MLN0002SC-3027,III,GI,400,203,1.0,0.0,50.75%,250.0,0.0,IQVIA,2018-05-30,2018-07-03,34,5,5,,77.0,-42.0,364.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34
176,TAK-831-1001,I,NS,120,280,29.0,0.0,233.33%,1.0,0.0,IQVIA,2016-06-09,2016-10-12,125,5,5,,127.0,14.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,125
177,TAK-831-1003,I,NS,22,16,0.0,0.0,72.73%,1.0,0.0,IQVIA,2016-08-30,2016-11-16,78,5,5,,148.0,16.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78
178,TAK-831-1501,II,NS,65,63,0.0,0.0,96.92%,6.0,0.0,IQVIA,2018-12-27,2019-02-11,46,5,5,,54.0,27.0,91.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46
179,TAK-831-2002,II,NS,234,307,257.0,31.0,131.20%,48.0,0.0,IQVIA,2021-01-12,2021-04-07,36,5,5,,47.0,46.0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,13.0,85
180,TAK-831-1006,I,NS,16,16,0.0,0.0,100.00%,1.0,0.0,Celerion,2018-12-22,2019-01-30,39,5,5,,61.0,16.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39
181,TAK-831-1004,I,NS,16,15,0.0,1.0,93.75%,1.0,0.0,PRA,2017-05-24,2017-07-24,61,5,5,,40.0,27.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61
182,SYR-322_104,I,NonCore,48,47,0.0,1.0,97.92%,4.0,0.0,Covance,2013-11-22,2014-03-10,108,5,5,,,,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,108
183,SYR-322MET_303,III,NonCore,659,651,0.0,134.0,98.79%,71.0,22.0,Covance,2015-10-05,2016-06-29,268,5,5,,142.0,41.0,188.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,268
184,SYR322MET-1003,I,NonCore,24,24,0.0,0.0,100.00%,1.0,1.0,PPD,2016-04-27,2016-06-15,49,5,5,,125.0,22.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49
185,TAK-063_102,I,RGH,27,27,0.0,7.0,100.00%,1.0,0.0,Covance,2014-08-28,2015-08-13,350,5,5,,276.0,39.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,350
186,TAK-063_103,I,RGH,18,13,0.0,1.0,72.22%,1.0,0.0,Covance,2014-03-12,2014-06-12,92,5,5,,209.0,57.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92
187,TAK-491_305,III,NonCore,600,582,12.0,0.0,97.00%,30.0,0.0,IQVIA,2017-10-27,2017-12-08,42,5,5,,71.0,25.0,57.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42
188,TAK-491_112,I,NonCore,64,53,0.0,0.0,82.81%,1.0,0.0,IQVIA,2017-03-19,2017-05-03,45,5,5,,39.0,3.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45
189,TAK-653-1001,I,NS,72,88,0.0,1.0,122.22%,1.0,0.0,PPD,2017-09-23,2017-10-20,27,5,5,,54.0,19.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27
190,TAK-063-2002,II,RGH,160,115,0.0,0.0,71.88%,16.0,0.0,IQVIA,2016-07-27,2016-09-09,44,5,5,,72.0,6.0,57.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44
191,TAK-390MR_207,II,NonCore,63,0,0.0,0.0,0.00%,58.0,2.0,IQVIA,2014-11-10,2014-12-18,38,5,5,,248.0,1.0,251.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38
192,TAK-438_114,I,GI,36,33,0.0,0.0,91.67%,1.0,0.0,IQVIA,2017-08-18,2017-10-04,47,5,5,,0.0,,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47
193,TAK-438_303,III,GI,480,288,4.0,0.0,60.00%,63.0,0.0,IQVIA,2017-07-27,2017-09-01,36,5,5,,91.0,21.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36
194,TAK-438_305,III,GI,693,630,5.0,0.0,90.91%,72.0,0.0,IQVIA,2018-12-31,2019-11-18,322,5,5,,7.0,7.0,181.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,322
195,TAK-063_104,I,RGH,90,77,0.0,4.0,85.56%,1.0,0.0,Covance,2014-06-23,2014-08-20,58,5,5,,48.0,28.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58
196,TAK-390MR_104,I,NonCore,240,247,0.0,38.0,102.92%,11.0,0.0,IQVIA,2014-01-19,2014-12-10,325,5,5,,440.0,81.0,366.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,325
197,TAK-935_101,I,NS,48,48,0.0,0.0,100.00%,1.0,0.0,PPD,2015-07-16,2015-09-10,56,5,5,,38.0,22.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56
198,TAK-935_1002,I,NS,40,40,0.0,16.0,100.00%,1.0,0.0,PPD,2016-04-19,2016-06-17,59,5,5,,99.0,25.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59
199,TAK-935_1003,I,NS,11,11,0.0,0.0,100.00%,1.0,0.0,PPD,2016-01-06,2016-03-04,58,5,5,,,14.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58
200,TMX-67_204,II,NonCore,300,0,0.0,0.0,0.00%,85.0,0.0,Covance,2013-09-03,2013-12-09,97,5,5,,103.0,,740.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97
201,TMX-67_206,II,NonCore,120,0,0.0,0.0,0.00%,40.0,0.0,Covance,2014-08-04,2014-10-14,71,5,5,,112.0,21.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71
202,TMX-67_301,III,NonCore,"7,500","6,193",0.0,2737.0,82.57%,450.0,0.0,PPD,2017-05-15,2017-08-08,85,5,5,,137.0,7.0,294.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85
203,Vedolizumab-4001,IV,GI,12,11,0.0,1.0,91.67%,8.0,0.0,PPD,2019-02-22,2019-04-05,42,5,5,,225.0,13.0,57.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42
204,TAK-020-1001,I,NonCore,128,114,120.0,0.0,89.06%,1.0,0.0,IQVIA,2017-05-04,2017-07-25,82,5,5,,45.0,28.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82
205,TAK-020-1002,I,NonCore,25,23,25.0,0.0,92.00%,1.0,0.0,IQVIA,2016-08-19,2016-11-07,80,5,5,,205.0,27.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80
206,0624-209,III,NonCore,8,8,8.0,0.0,100.00%,10.0,0.0,Parexel,2017-06-23,2017-07-27,34,5,5,,69.0,1.0,108.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34
207,71301,III,RGH,22,23,0.0,0.0,104.55%,32.0,0.0,IQVIA,2020-08-25,2020-10-22,58,5,5,,,58.0,435.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58
