TRIAL_ID,LSO_CHANGES,DBL_CHANGES,LSO,LSO_INTERIM_2,LSO_INTERIM_3,LSO_INTERIM_4,DBL,DBL_INTERIM_2,DBL_INTERIM_3,DBL_INTERIM_4,THERAPEUTIC_AREA,STUDY_PHASE,STUDY_STATUS,PLANNED_ENROLLMENT,CRO,PA_PS_TIME,PA_FPI_TIME,FPI_LPI_TIME,COUNTRY,ID_COUNT,CLOSE_OUT
1-26UPF5,4,5,1/30/2019,0,0,0,3/31/2019,0,0,0,Oncology,II,Closed,449,INC Research,NULL,121,396," Australia, Belgium, Canada, France, Germany, Italy, Korea (the Republic of), Netherlands (the), Singapore, Spain, Sweden, United Kingdom of Great Britain and Northern Ireland (the), United States of America (the)",1,60
1-26UPFL,3,3,8/30/2018,0,0,0,10/30/2018,0,0,0,Oncology,II,Closed,40,CMIC,NULL,212,450,NULL,1,61
1-26UPFW,10,11,6/30/2021,1,0,0,7/15/2021,1,0,0,Oncology,II,Enrollment Complete,276,PRA,NULL,185,2155," Argentina, Australia, Belgium, Canada, Chile, Czechia, Denmark, Finland, France, Germany, Hong Kong, Italy, Japan, Korea (the Republic of), Netherlands (the), New Zealand, Norway, Poland, Russian Federation (the), Singapore, Spain, Sweden, Switzerland, Taiwan (Province of China), United Kingdom of Great Britain and Northern Ireland (the), United States of America (the)",1,15
1-274PSD,8,10,11/28/2020,0,0,0,3/22/2021,0,0,0,Oncology,III,Enrollment Complete,44,INC Research,NULL,122,778," Argentina, Austria, Belgium, Canada, Czechia, Denmark, France, Germany, Hong Kong, Hungary, Israel, Italy, Korea (the Democratic People's Republic of), Korea (the Republic of), Netherlands (the), Norway, Poland, Portugal, Romania, Russian Federation (the), Singapore, Spain, Switzerland, United Kingdom of Great Britain and Northern Ireland (the)",1,114
1-274PT2,6,7,7/31/2020,0,0,0,9/25/2020,0,0,0,Oncology,I,Planned,24,NULL,28,31,30,NULL,1,56
1-274PTB,12,12,2/14/2021,0,0,0,4/10/2021,0,0,0,Oncology,I,Closed,14,Celerion,223,50,31, United States of America (the),1,55
1-274PTK,8,12,11/9/2019,0,0,0,12/9/2019,0,0,0,Oncology,I,Completed,6,Celerion,140,41,57, United States of America (the),1,30
1-274PTT,11,11,12/1/2020,0,0,0,1/23/2021,0,0,0,Oncology,I,Enrolling,50,PRA,30,93,578, Japan,1,53
1-274PUB,3,3,12/17/2020,0,0,0,2/15/2021,0,0,0,Oncology,I,Cancelled,18,NULL,38,63,350,NULL,1,60
1-274PUK,10,11,5/7/2021,0,0,0,6/4/2021,0,0,0,Oncology,I,Enrolling,16,Celerion,65,253,406, United States of America (the),1,28
1-274PXX,0,0,9/2/2011,0,0,0,10/2/2011,0,0,0,Oncology,I,Planned,40,NULL,30,120,450,NULL,1,30
1-274Q4X,5,6,10/6/2020,0,0,0,11/5/2020,0,0,0,Oncology,I,Closed,28,Celerion,166,120,450, United States of America (the),1,30
1-29750Q,1,1,1/5/2021,0,0,0,3/15/2021,0,0,0,Oncology,II,Cancelled,50,NULL,55,108,546,NULL,1,69
1-2DAR45,3,3,10/6/2019,0,0,0,11/8/2019,0,0,0,CNS,I,Cancelled,36,PRA,56,430,177, United Kingdom of Great Britain and Northern Ireland (the),1,33
1-2GG2AA,3,3,11/7/2018,0,0,0,12/11/2018,0,0,0,CNS,IB,Closed,20,PRA,40,109,81, United States of America (the),1,34
1-2H7217,14,16,3/12/2021,0,0,0,5/11/2021,0,0,0,Oncology,III,Enrolling,246,PRA,NULL,307,98," Argentina, Austria, Canada, Chile, China, Croatia, France, Germany, Greece, Hong Kong, Italy, Korea (the Republic of), Mexico, Romania, Russian Federation (the), Spain, Sweden, Taiwan (Province of China), Thailand, United States of America (the)",1,60
1-2H721I,14,24,7/6/2020,0,0,0,11/30/2020,0,0,0,Oncology,II,Enrollment Complete,103,PRA,NULL,129,328," Australia, Austria, Canada, China, France, Germany, Hong Kong, Italy, Japan, Korea (the Republic of), Netherlands (the), Spain, Sweden, Taiwan (Province of China), United States of America (the)",1,147
1-2H721R,4,1,5/23/2019,0,0,0,6/17/2019,0,0,0,CNS,I,Closed,48,PRA,46,124,184, United States of America (the),1,25
1-2IFHJV,3,0,8/24/2018,0,0,0,10/5/2018,0,0,0,GI,I,Closed,24,Celerion,NULL,84,0, United States of America (the),1,42
1-2IFHK7,4,4,11/27/2018,0,0,0,12/11/2018,0,0,0,GI,I,Closed,204,Celerion,NULL,98,76, United States of America (the),1,14
1-2J1GSP,8,10,2/1/2019,0,0,0,5/22/2019,0,0,0,Oncology,I,Closed,68,PRA,85,62,254, United States of America (the),1,110
1-2LTMMZ,3,4,5/1/2020,0,0,0,5/29/2020,0,0,0,CNS,I,Cancelled,6,Celerion,NULL,49,126, United States of America (the),1,28
1-2LTMNJ,8,8,11/17/2020,0,0,0,1/12/2021,0,0,0,CNS,I,Planned,32,Celerion,28,NULL,NULL, United States of America (the),1,56
1-2LTMNS,8,8,12/16/2020,0,0,0,2/10/2021,0,0,0,CNS,I,Planned,48,Celerion,28,NULL,NULL, United States of America (the),1,56
1-2LTMO1,4,4,7/22/2019,0,0,0,9/16/2019,0,0,0,CNS,I,Cancelled,24,NULL,31,63,56, Japan,1,56
1-2NGAYV,9,10,3/4/2021,0,0,0,5/19/2021,0,0,0,GI,III,Enrolling,425,PPD,351,621,364, China,1,76
1-2PJ2CV,3,3,5/9/2021,0,0,0,7/8/2021,0,0,0,Oncology,II,Cancelled,50,NULL,55,120,NULL,NULL,1,60
1-2PJ2LB,6,6,9/4/2020,0,0,0,10/4/2020,0,0,0,CNS,IB,Enrolling,16,PPD,54,134,930, United States of America (the),1,30
1-2PZXG5,4,4,10/11/2020,0,0,0,12/4/2020,0,0,0,CNS,II,Cancelled,24,PRA,57,212,382,NULL,1,54
1-2RLYB1,9,10,12/9/2020,0,0,0,1/19/2021,0,0,0,CNS,II,Completed,124,PPD,126,211,630," Australia, Canada, Israel, Poland, Spain, United States of America (the)",1,41
1-2TFPVR,9,13,11/6/2020,0,0,0,2/26/2021,0,0,0,GI,I,Completed,128,PRA,91,87,557, United States of America (the),1,112
1-2TFQBD ,0,1,12/28/2020,0,0,0,2/22/2021,0,0,0,CNS,0,Cancelled,60,NULL,56,252,140,NULL,1,56
1-2TM0AN,7,7,5/16/2021,0,0,0,7/15/2021,0,0,0,Oncology,I,Enrolling,202,PRA,NULL,91,838," Belgium, China, Poland, Romania, Spain, Ukraine, United Kingdom of Great Britain and Northern Ireland (the), United States of America (the)",1,60
1-2U8J3J,0,0,9/27/2020,0,0,0,10/30/2020,0,0,0,CNS,II,Cancelled,70,PRA,45,125,679, China,1,33
1-2UGJFT,5,5,11/26/2020,0,0,0,12/24/2020,0,0,0,CNS,III,Planned,400,NULL,49,116,332, United States of America (the),1,28
1-2UGJGD,5,7,5/19/2021,0,0,0,6/16/2021,0,0,0,GI,IIB,Enrolling,180,PRA,71,166,680," Belgium, Germany, United States of America (the)",1,28
1-2UGJKJ,4,4,4/30/2021,0,0,0,6/4/2021,0,0,0,CNS,I,Hold,40,PRA,63,124,30,NULL,1,35
1-2UGJKW,3,4,2/17/2020,0,0,0,3/26/2020,0,0,0,CNS,I,Hold,40,TBD,21,52,0,NULL,1,38
1-2UGJLX,0,0,5/18/2020,0,0,0,6/17/2020,0,0,0,NULL,I,Cancelled,20,NULL,40,120,60,NULL,1,30
1-2UGK0D,1,2,11/6/2018,0,0,0,11/27/2018,0,0,0,CNS,0,Closed,12,NULL,3,60,28, United States of America (the),1,21
1-2V644J,6,6,4/27/2021,0,0,0,6/22/2021,0,0,0,GI,IIB,Cancelled,60,NULL,142,112,180,NULL,1,56
1-2X77JU,1,5,7/30/2019,0,0,0,10/17/2019,0,0,0,CNS,0,Closed,44,PRA,18,103,132, United States of America (the),1,79
1-2YDS7R,2,2,12/3/2020,0,0,0,12/31/2020,0,0,0,CNS,II,Cancelled,52,PRA,34,127,308, United States of America (the),1,28
1-2YLIZL,13,11,2/15/2021,0,0,0,3/15/2021,0,0,0,CNS,II,Completed,30,PPD,74,139,708, United States of America (the),1,28
1-304JYV,1,1,12/6/2018,0,0,0,1/31/2019,0,0,0,GI,0,Completed,14,Parexel,1033,NULL,24, United States of America (the),1,56
1-30EDQR,4,4,9/24/2020,0,0,0,10/22/2020,0,0,0,CNS,II,Cancelled,30,PRA,83,148,331,NULL,1,28
1-30EE6J,3,5,7/11/2019,0,0,0,8/15/2019,0,0,0,CNS,I,Closed,24,PRA,38,109,90," Netherlands (the), United States of America (the)",1,35
1-30EP0F,0,0,2/7/2019,0,0,0,2/26/2019,0,0,0,CNS,0,Cancelled,40,NULL,59,100,84, United States of America (the),1,19
1-30LDVL,2,2,4/20/2020,0,0,0,5/18/2020,0,0,0,GI,I,Cancelled,24,PRA,104,242,65,NULL,1,28
1-31OP17,0,0,1/18/2021,0,0,0,2/15/2021,0,0,0,CNS,II,Cancelled,70,NULL,56,133,364,NULL,1,28
1-32PVRW,8,9,12/30/2020,0,0,0,1/22/2021,0,0,0,GI,I,Planned,160,Celerion,154,492,NULL, United States of America (the),1,23
1-32PVS7,8,9,6/29/2020,0,0,0,8/12/2020,0,0,0,CNS,I,Completed,160,PRA,42,71,375, United States of America (the),1,44
1-33RHUL,3,3,5/5/2021,0,0,0,6/24/2021,0,0,0,CNS,I,Cancelled,24,NULL,63,161,56,NULL,1,50
1-3414NB,4,4,4/28/2021,0,0,0,5/26/2021,0,0,0,Oncology,I,Planned,12,Celerion,130,NULL,0,NULL,1,28
1-34Q1ZH,1,1,11/14/2019,0,0,0,12/12/2019,0,0,0,NULL,I,Cancelled,228,NULL,60,28,126,NULL,1,28
1-34WP2F,4,3,6/3/2021,0,0,0,6/10/2021,0,0,0,CNS,II,Cancelled,80,PPD,70,633,NULL,NULL,1,7
1-34WP2Q,2,2,5/12/2019,0,0,0,6/14/2019,0,0,0,GI,I,Closed,6,Celerion,50,49,31, United States of America (the),1,33
1-34WP30 ,1,0,3/18/2019,0,0,0,4/15/2019,0,0,0,GI,I,Closed,120,Celerion,18,42,22,NULL,1,28
1-359QOT,7,8,10/28/2020,0,0,0,2/16/2021,0,0,0,CNS,II,Completed,24,PRA,72,181,229, United Kingdom of Great Britain and Northern Ireland (the),1,111
1-359QPS,1,1,8/25/2020,0,0,0,10/20/2020,0,0,0,NULL,I,Cancelled,81,NULL,42,56,310,NULL,1,56
1-36QQJG,0,0,3/9/2021,0,0,0,4/6/2021,0,0,0,CNS,I,Planned,12,NULL,28,72,34,NULL,1,28
1-37HZ3U,1,1,3/4/2021,0,0,0,4/1/2021,0,0,0,CNS,II,Cancelled,90,IQVIA,51,133,364, China,1,28
1-382WX7,2,7,6/25/2020,0,0,0,9/23/2020,0,0,0,CNS,I,Closed,6,Celerion,NULL,55,120, United States of America (the),1,90
1-39F7HP,2,2,2/23/2021,0,0,0,3/30/2021,0,0,0,CNS,II,Planned,72,INC Research,105,78,74,NULL,1,35
1-39F7S9,0,0,11/5/2020,0,0,0,12/10/2020,0,0,0,CNS,II,Cancelled,48,TBD,84,NULL,240,NULL,1,35
1-39REHV,1,3,12/3/2019,0,0,0,1/24/2020,0,0,0,CNS,I,Closed,16,Celerion,50,56,32, United States of America (the),1,52
1-39REQR,5,5,1/11/2021,0,0,0,2/9/2021,0,0,0,CNS,I,Cancelled,152,PRA,185,444,NULL,NULL,1,29
1-3A58OZ,10,9,7/2/2021,0,0,0,7/15/2021,0,0,0,CNS,Ib,Completed,40,IQVIA,36,220,466," Japan, United States of America (the)",1,13
1-3A58P8,5,5,6/22/2020,0,0,0,7/20/2020,0,0,0,CNS,II,Closed,42,IQVIA,22,133,150, United States of America (the),1,28
1-3BD3YR,2,2,11/19/2019,0,0,0,1/6/2020,0,0,0,GI,I,Closed,12,Celerion,72,35,7, United States of America (the),1,48
1-3BD4B4,0,0,5/30/2015,0,0,0,8/10/2015,0,0,0,CNS,II,Cancelled,300,TBD,42,NULL,NULL,NULL,1,72
1-3CYXNM,0,0,7/14/2020,0,0,0,8/11/2020,0,0,0,CNS,I,Cancelled,8,Celerion,14,56,1,NULL,1,28
1-3CYXQQ,0,0,9/8/2020,0,0,0,10/6/2020,0,0,0,CNS,I,Planned,40,NULL,42,79,0,NULL,1,28
1-3CYXR9,0,0,4/9/2016,0,0,0,6/3/2016,0,0,0,CNS,I,Planned,40,NULL,42,NULL,90,NULL,1,55
1-3CYXSK,1,0,6/24/2016,0,0,0,10/9/2017,0,0,0,CNS,I,Planned,24,NULL,NULL,NULL,100,NULL,1,472
1-3CYXSU,0,0,9/1/2015,0,0,0,10/7/2015,0,0,0,CNS,I,Planned,36,Celerion,24,71,7, United States of America (the),1,36
1-3CYXTC,0,0,11/6/2020,0,0,0,12/11/2020,0,0,0,CNS,I,Planned,24,NULL,63,NULL,28,NULL,1,35
1-3CYXTV,0,0,9/21/2016,0,0,0,10/26/2016,0,0,0,CNS,I,Cancelled,24,TBD,82,92,84,NULL,1,35
1-3CYXU4,0,0,9/21/2016,0,0,0,10/26/2016,0,0,0,CNS,I,Cancelled,32,TBD,82,92,84,NULL,1,35
1-3CYXU9,0,0,9/1/2015,0,0,0,10/7/2015,0,0,0,CNS,I,Planned,36,Celerion,24,71,7, United States of America (the),1,36
1-3CYXUI,0,0,8/9/2015,0,0,0,9/14/2015,0,0,0,CNS,I,Planned,36,Celerion,24,71,7, United States of America (the),1,36
1-3CYXUN,0,0,9/21/2016,0,0,0,10/26/2016,0,0,0,CNS,I,Cancelled,12,TBD,82,92,84,NULL,1,35
1-3CYXUW,0,0,9/21/2016,0,0,0,10/26/2016,0,0,0,CNS,I,Planned,48,NULL,82,92,84,NULL,1,35
1-3CYXVW,0,0,9/1/2015,0,0,0,10/7/2015,0,0,0,CNS,I,Planned,20,Celerion,24,71,7, United States of America (the),1,36
1-3CYXWK,1,1,8/12/2020,0,0,0,9/9/2020,0,0,0,CNS,I,Cancelled,96,PRA,63,112,153,NULL,1,28
1-3CYXXD,7,5,9/22/2020,0,0,0,10/27/2020,0,0,0,CNS,I,Planned,16,Celerion,105,72,0,NULL,1,35
1-3CYXY6,0,0,8/27/2019,0,0,0,10/16/2019,0,0,0,CNS,I,Planned,50,TBD,0,NULL,14,NULL,1,50
1-3CYXYF,0,0,10/2/2020,0,0,0,11/23/2020,0,0,0,CNS,I,Planned,40,TBD,0,NULL,462,NULL,1,52
1-3CYXYO,0,0,4/17/2021,0,0,0,6/7/2021,0,0,0,CNS,I,Planned,48,NULL,NULL,NULL,16,NULL,1,51
1-3CYXZG,0,0,1/27/2014,0,0,0,3/4/2014,0,0,0,CNS,III,Planned,48,NULL,NULL,106,NULL,NULL,1,36
1-3CYY1G,0,0,3/9/2021,0,0,0,4/6/2021,0,0,0,CNS,I,Planned,16,NULL,28,72,NULL,NULL,1,28
1-3D8NXB,14,13,3/3/2021,0,0,0,6/14/2021,0,0,0,GI,I,Completed,42,Precision for Medicine,28,98,317, United States of America (the),1,103
1-3D8NXM,2,0,6/4/2021,0,0,0,6/22/2021,0,0,0,RGH,I,Start Up,36,PPD,223,445,213," Belgium, Canada, Italy, Poland, Serbia, Spain, United States of America (the)",1,18
1-3D8O5D,0,0,3/1/2021,0,0,0,4/19/2021,0,0,0,CNS,IB,Planned,28,NULL,42,63,180,NULL,1,49
1-3DYC4G,6,3,6/26/2021,0,0,0,7/15/2021,0,0,0,CNS,I,Planned,6,Celerion,28,NULL,26,NULL,1,19
1-3DYC4P,1,1,2/27/2021,0,0,0,4/23/2021,0,0,0,CNS,I,Planned,16,NULL,28,NULL,30,NULL,1,55
1-3DYC4Y,9,10,5/31/2021,0,0,0,6/21/2021,0,0,0,CNS,I,Execution,54,Celerion,59,83,40, United States of America (the),1,21
1-3DYCDM,11,12,5/16/2021,0,0,0,6/25/2021,0,0,0,GI,I,Completed,40,Celerion,91,147,191, United States of America (the),1,40
1-3DYCND,1,1,12/18/2020,0,0,0,1/15/2021,0,0,0,GI,I,Cancelled,24,NULL,NULL,56,17,NULL,1,28
1-3DYCNO,1,1,12/18/2020,0,0,0,1/15/2021,0,0,0,GI,I,Cancelled,100,NULL,132,113,203,NULL,1,28
1-3DYCO1,0,0,4/12/2021,0,0,0,5/10/2021,0,0,0,GI,I,Cancelled,24,NULL,NULL,56,29,NULL,1,28
1-3ELU49,3,3,4/14/2020,0,0,0,6/10/2020,0,0,0,CNS,I,Closed,16,Celerion,60,62,13, United States of America (the),1,57
1-3ELU4K,5,4,6/10/2021,0,0,0,7/8/2021,0,0,0,CNS,I,Planned,32,NULL,49,148,0,NULL,1,28
1-3ELU4T,0,0,12/24/2020,0,0,0,2/18/2021,0,0,0,CNS,I,Planned,24,NULL,42,63,104,NULL,1,56
1-3ELU52,1,1,4/8/2021,0,0,0,5/27/2021,0,0,0,CNS,I,Planned,24,NULL,42,63,31,NULL,1,49
1-3ELU5B,3,3,4/19/2021,0,0,0,6/14/2021,0,0,0,CNS,I,Planned,24,PRA,42,63,13,NULL,1,56
1-3ELUA3,1,1,5/14/2021,0,0,0,6/11/2021,0,0,0,NULL,IB,Cancelled,30,NULL,25,NULL,120,NULL,1,28
1-3G1MUN,11,8,5/4/2021,0,0,0,6/10/2021,0,0,0,CNS,0,Completed,32,IQVIA,63,165,266, United States of America (the),1,37
1-3HUR3B,0,0,5/18/2021,0,0,0,7/13/2021,0,0,0,GI,III,Cancelled,200,Quintiles,330,188,NULL,NULL,1,56
1-3ILKVN,0,0,5/9/2021,0,0,0,7/4/2021,0,0,0,Oncology,IB,Enrolling,228,PPD,NULL,178,238," Brazil, China, France, Japan, Poland, Ukraine, United States of America (the)",1,56
1-3LQ411,1,4,11/17/2020,0,0,0,3/18/2021,0,0,0,CNS,I,Closed,32,PRA,67,122,41, Japan,1,121
1-3S3AWP,0,0,11/27/2020,1,0,0,2/19/2021,0,0,0,NULL,IB,Planned,40,PPD,9,106,102,NULL,1,84
1-3SDL33,6,6,12/31/2020,0,0,0,2/12/2021,0,0,0,CNS,I,Closed,18,PRA,70,65,55, United States of America (the),1,43
1-3T436Z,0,0,10/7/2020,0,0,0,11/4/2020,0,0,0,GI,I,Planned,25,NULL,42,112,85,NULL,1,28
1-3TL6IT,0,0,4/22/2021,0,0,0,5/20/2021,0,0,0,GI,I,Planned,40,NULL,6,123,0,NULL,1,28
1-3ZP5KE,0,0,12/6/2006,0,0,0,1/31/2007,0,0,0,Oncology,I/II,Planned,36,TBD,NULL,NULL,NULL, Japan,1,56
161504,0,0,1/15/2021,0,0,0,6/1/2021,0,0,0,Plasma Derived Therapy,IV,Execution,40,IQVIA,0,249,870," Czechia, Denmark, France, Greece, Hungary, Slovakia, Sweden, United Kingdom of Great Britain and Northern Ireland (the)",1,137
1-8R8L,3,4,10/31/2017,0,0,0,1/29/2018,0,0,0,GI,III,Closed,2200,Quintiles,NULL,330,1230," Australia, Austria, Belgium, Brazil, Bulgaria, Canada, Chile, China, Czechia, Denmark, Egypt, Estonia, France, Germany, Greece, Hong Kong, Hungary, Iceland, India, Ireland, Israel, Italy, Korea (the Republic of), Latvia, Malaysia, Malta, Netherlands (the), New Zealand, Norway, Poland, Portugal, Romania, Russian Federation (the), Serbia, Singapore, Slovakia, South Africa, Spain, Sweden, Switzerland, Taiwan (Province of China), Turkey, Ukraine, United Kingdom of Great Britain and Northern Ireland (the), United States of America (the)",1,90
1-8ULV,1,1,5/23/2017,0,0,0,6/30/2017,0,0,0,NULL,I,Closed,63,Quintiles,NULL,147,980, United States of America (the),1,38
1-8UMZ,5,5,2/21/2018,0,0,0,3/19/2018,0,0,0,Oncology,I/II,Closed,61,PPD,NULL,180,463, United States of America (the),1,26
1-8UNO,1,0,12/29/2016,0,0,0,5/3/2017,0,0,0,Oncology,I/II,Closed,61,PPD,NULL,187,1057," Brazil, Canada, Czechia, Denmark, France, Germany, Hungary, Italy, Russian Federation (the), Spain, United Kingdom of Great Britain and Northern Ireland (the), United States of America (the)",1,125
1-8UOZ,3,5,11/13/2018,0,0,0,12/13/2018,0,0,0,Oncology,I,Closed,32,ICON,NULL,261,567," Argentina, Canada, France, Germany, Greece, Hungary, Italy, Netherlands (the), Norway, Spain, Sweden, United Kingdom of Great Britain and Northern Ireland (the), United States of America (the)",1,30
1-8UPO,2,3,11/27/2017,0,0,0,10/1/2018,0,0,0,Oncology,I/II,Closed,60,PPD,NULL,252,343, United States of America (the),1,308
1-8VE85,0,0,2/15/2012,0,0,0,3/16/2012,0,0,0,NULL,I,Closed,89,PPD,NULL,139,1297, United States of America (the),1,30
1-8VE8X,0,0,7/15/2013,0,0,0,9/30/2013,0,0,0,Oncology,I,Closed,99,PPD,NULL,146,1737, United States of America (the),1,77
1-8VEAE,0,0,8/25/2013,0,0,0,10/28/2013,0,0,0,NULL,I,Closed,72,PPD,NULL,105,1305, United States of America (the),1,64
1-8VEAZ,1,0,5/22/2012,0,0,0,8/17/2012,0,0,0,NULL,I,Closed,66,PPD,NULL,83,785, United States of America (the),1,87
1-994OP,4,4,2/27/2019,0,0,0,4/28/2019,0,0,0,Oncology,III,Enrollment Complete,248,PPD,NULL,215,2706," Australia, Brazil, Canada, China, Czechia, Denmark, France, Germany, Greece, Hungary, Israel, Italy, Japan, Korea (the Republic of), Netherlands (the), Norway, Singapore, Spain, Sweden, Switzerland, Taiwan (Province of China), Thailand, Turkey, Ukraine, United Kingdom of Great Britain and Northern Ireland (the), United States of America (the)",1,60
1-9GYS5,2,3,4/12/2018,0,0,0,6/4/2018,0,0,0,Oncology,I/II,Closed,42,ICON,NULL,280,1457," France, Germany, Italy, Mexico, Netherlands (the), Spain, United Kingdom of Great Britain and Northern Ireland (the), United States of America (the)",1,53
1-9H28T,3,3,1/28/2021,0,0,0,5/12/2021,0,0,0,Oncology,III,Enrollment Complete,1334,ICON,NULL,108,1150," Argentina, Australia, Austria, Belgium, Brazil, Bulgaria, Canada, China, Croatia, Czechia, Denmark, France, Hong Kong, Hungary, Ireland, Israel, Italy, Japan, Korea (the Republic of), Mexico, Netherlands (the), New Zealand, Norway, Peru, Poland, Romania, Russian Federation (the), Singapore, South Africa, Spain, Sweden, Switzerland, Taiwan (Province of China), Thailand, Turkey, United Kingdom of Great Britain and Northern Ireland (the), United States of America (the)",1,104
1-9HF2D,7,9,9/30/2020,1,1,0,11/6/2020,1,1,0,Oncology,III,Enrollment Complete,722,PPD,NULL,189,637," Argentina, Australia, Austria, Belgium, Brazil, Canada, China, Czechia, Denmark, France, Germany, Hong Kong, Hungary, Israel, Italy, Japan, Korea (the Republic of), Mexico, Netherlands (the), New Zealand, Poland, Portugal, Romania, Russian Federation (the), Singapore, Spain, Sweden, Taiwan (Province of China), Thailand, Turkey, United Kingdom of Great Britain and Northern Ireland (the), United States of America (the)",1,37
1-9I7GV,2,2,12/15/2017,0,0,0,2/5/2018,0,0,0,Oncology,III,Closed,354,Quintiles,NULL,322,877," Argentina, Australia, Austria, Belarus, Belgium, Bosnia and Herzegovina, Brazil, Bulgaria, Canada, Chile, China, Colombia, Croatia, Czechia, Denmark, Egypt, France, Germany, Greece, Hong Kong, Hungary, Ireland, Israel, Italy, Japan, Korea (the Republic of), Lebanon, Lithuania, Malaysia, Mexico, Netherlands (the), New Zealand, Norway, Peru, Poland, Portugal, Puerto Rico, Romania, Russian Federation (the), Saudi Arabia, Serbia, Singapore, Slovakia, Spain, Sweden, Switzerland, Taiwan (Province of China), Thailand, Turkey, Ukraine, United Arab Emirates (the), United Kingdom of Great Britain and Northern Ireland (the), United States of America (the)",1,52
1-9KB55,0,0,12/18/2012,0,0,0,1/17/2013,0,0,0,NULL,I,Closed,218,Hammersmith Medicines Research,NULL,18,347, United Kingdom of Great Britain and Northern Ireland (the),1,30
1-ACL3H,1,1,4/4/2017,0,0,0,5/15/2017,0,0,0,Oncology,I,Closed,24,PPD,NULL,311,547," Hong Kong, Korea (the Republic of), Singapore",1,41
1-CJRPD,10,12,2/7/2019,0,0,0,5/9/2019,0,0,0,Oncology,I,Closed,170,Synteract,NULL,49,1865," Spain, United States of America (the)",1,91
1-CK4HM,2,4,12/31/2017,0,0,0,3/4/2018,0,0,0,Oncology,I,Closed,95,Sarah Cannon Research Institut,NULL,48,875, United States of America (the),1,63
1-CP5PJ,7,12,2/28/2021,1,0,0,5/20/2021,1,0,0,Oncology,III,Enrollment Complete,701,PPD,NULL,92,958," Belgium, Canada, France, Japan, Korea (the Republic of), New Zealand, Russian Federation (the), United States of America (the)",1,81
1-DT93H,1,1,11/18/2016,0,0,0,1/25/2017,0,0,0,Oncology,I,Closed,40,ICON,NULL,336,511," Canada, United States of America (the)",1,68
1-EEZ99,1,2,3/23/2017,0,0,0,6/12/2017,0,0,0,Oncology,II,Closed,44,PPD,NULL,179,731," Belgium, Canada, Italy, United Kingdom of Great Britain and Northern Ireland (the), United States of America (the)",1,81
1-EGKBL,4,4,11/30/2018,0,0,0,1/15/2019,0,0,0,Oncology,I,Closed,64,PPD,NULL,186,959, United States of America (the),1,46
1-F28N,0,0,4/20/2012,0,0,0,5/24/2012,0,0,0,Oncology,I,Closed,116,Dobbs Consulting,NULL,79,1042," Canada, United States of America (the)",1,34
1-F29M,1,0,10/20/2014,0,0,0,12/20/2014,0,0,0,Oncology,I,Closed,34,Dobbs Consulting,NULL,175,1138," Canada, United States of America (the)",1,61
1-F2HL,2,4,7/27/2018,0,0,0,10/17/2018,0,0,0,Oncology,III,Closed,136,ICON,NULL,202,1082," Argentina, Australia, Austria, Belgium, Brazil, Canada, Denmark, France, Germany, Hungary, Italy, Netherlands (the), Peru, Poland, Spain, Switzerland, United Kingdom of Great Britain and Northern Ireland (the), United States of America (the)",1,82
1-F2HY,1,1,3/30/2018,0,0,0,5/18/2018,0,0,0,Oncology,I,Closed,150,Quintiles,NULL,70,1842," United Kingdom of Great Britain and Northern Ireland (the), United States of America (the)",1,49
1-F6HHL,7,7,12/30/2019,0,0,0,2/28/2020,0,0,0,Oncology,IV,Closed,NULL,IQVIA,NULL,377,1658," Austria, Belgium, Czechia, Denmark, Estonia, Finland, France, Germany, Greece, Hungary, Ireland, Italy, Latvia, Lithuania, Netherlands (the), Norway, Poland, Portugal, Slovakia, Slovenia, Spain, Sweden, Switzerland, United Kingdom of Great Britain and Northern Ireland (the)",1,60
1-F9CI7,0,0,6/16/2015,0,0,0,8/14/2015,0,0,0,Oncology,I,Closed,20,ICON,NULL,366,138," Belgium, Lithuania, Netherlands (the), Spain, United Kingdom of Great Britain and Northern Ireland (the)",1,59
1-F9CII,3,3,5/4/2021,0,0,0,6/25/2021,0,0,0,Oncology,IV,Enrollment Complete,49,Quintiles,NULL,427,2099," Australia, Belgium, Bulgaria, Croatia, Czechia, Hungary, Israel, Poland, Portugal, Romania, Russian Federation (the), South Africa, Spain, Turkey, United Kingdom of Great Britain and Northern Ireland (the)",1,52
1-G14DR,3,4,5/21/2018,0,0,0,6/26/2018,0,0,0,Oncology,I,Closed,64,Quintiles,NULL,115,672, United States of America (the),1,36
1-GG0OZ,3,4,6/30/2018,0,0,0,9/1/2018,0,0,0,Oncology,I,Closed,101,Quintiles,NULL,118,1181," Spain, United Kingdom of Great Britain and Northern Ireland (the), United States of America (the)",1,63
1-HC2H3,1,0,3/25/2015,0,0,0,5/19/2015,0,0,0,Oncology,I,Closed,45,PPD,NULL,130,513, United States of America (the),1,55
1-HRYDH,1,0,9/30/2015,0,0,0,6/20/2017,0,0,0,Oncology,I,Cancelled,20,PPD,NULL,644,90, United States of America (the),1,629
